,Position,Track Name,Artist,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,1,W / X / Y,Tani Yuuki,1695592,https://open.spotify.com/track/4IfrM44LofE9bSs6TDZS49,0.628,0.775,2,-4.479,1,0.0535,0.159,0.0,0.33,0.674,106.382,audio_features,4IfrM44LofE9bSs6TDZS49,spotify:track:4IfrM44LofE9bSs6TDZS49,https://api.spotify.com/v1/tracks/4IfrM44LofE9bSs6TDZS49,https://api.spotify.com/v1/audio-analysis/4IfrM44LofE9bSs6TDZS49,278119,3
1,2,ミックスナッツ,Official HIGE DANdism,1568535,https://open.spotify.com/track/60ReNXcPcsVFd7nUuQw5HZ,0.542,0.918,6,-5.074,1,0.0937,0.0101,0.0,0.259,0.784,150.094,audio_features,60ReNXcPcsVFd7nUuQw5HZ,spotify:track:60ReNXcPcsVFd7nUuQw5HZ,https://api.spotify.com/v1/tracks/60ReNXcPcsVFd7nUuQw5HZ,https://api.spotify.com/v1/audio-analysis/60ReNXcPcsVFd7nUuQw5HZ,213438,4
2,3,シンデレラボーイ,Saucy Dog,1552549,https://open.spotify.com/track/1Vqs0lXeJafYZz2sxnfB3V,0.596,0.735,9,-6.362,1,0.0332,0.0748,0.0,0.269,0.524,108.106,audio_features,1Vqs0lXeJafYZz2sxnfB3V,spotify:track:1Vqs0lXeJafYZz2sxnfB3V,https://api.spotify.com/v1/tracks/1Vqs0lXeJafYZz2sxnfB3V,https://api.spotify.com/v1/audio-analysis/1Vqs0lXeJafYZz2sxnfB3V,234324,4
3,4,ベテルギウス,Yuuri,1418578,https://open.spotify.com/track/4JK1kDUdH9RTBQrrSO1QfR,0.367,0.671,5,-4.604,1,0.0478,0.222,0.0,0.494,0.691,179.833,audio_features,4JK1kDUdH9RTBQrrSO1QfR,spotify:track:4JK1kDUdH9RTBQrrSO1QfR,https://api.spotify.com/v1/tracks/4JK1kDUdH9RTBQrrSO1QfR,https://api.spotify.com/v1/audio-analysis/4JK1kDUdH9RTBQrrSO1QfR,230600,4
4,5,M八七,Kenshi Yonezu,1320857,https://open.spotify.com/track/3sFdaHo9D3hfiFt2wVi6a5,0.633,0.719,1,-8.329,1,0.0418,0.3,2.23e-05,0.34,0.334,112.013,audio_features,3sFdaHo9D3hfiFt2wVi6a5,spotify:track:3sFdaHo9D3hfiFt2wVi6a5,https://api.spotify.com/v1/tracks/3sFdaHo9D3hfiFt2wVi6a5,https://api.spotify.com/v1/audio-analysis/3sFdaHo9D3hfiFt2wVi6a5,263120,4
5,6,なんでもないよ、,Macaroni Empitsu,1278166,https://open.spotify.com/track/5W7Y92LB4jWvu9NeEQ0GZl,0.598,0.511,4,-6.015,1,0.0423,0.245,0.0,0.0732,0.652,171.845,audio_features,5W7Y92LB4jWvu9NeEQ0GZl,spotify:track:5W7Y92LB4jWvu9NeEQ0GZl,https://api.spotify.com/v1/tracks/5W7Y92LB4jWvu9NeEQ0GZl,https://api.spotify.com/v1/audio-analysis/5W7Y92LB4jWvu9NeEQ0GZl,219253,4
6,7,Habit,SEKAI NO OWARI,1217306,https://open.spotify.com/track/2uMNMcjjUz8oNIxjIu20qE,0.749,0.85,10,-5.39,0,0.126,0.203,0.0,0.18,0.912,117.968,audio_features,2uMNMcjjUz8oNIxjIu20qE,spotify:track:2uMNMcjjUz8oNIxjIu20qE,https://api.spotify.com/v1/tracks/2uMNMcjjUz8oNIxjIu20qE,https://api.spotify.com/v1/audio-analysis/2uMNMcjjUz8oNIxjIu20qE,253154,4
7,8,Comedy,Gen Hoshino,1156192,https://open.spotify.com/track/5SuOikwiRyPMVoIQDJUgSV,0.676,0.461,1,-6.746,0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,audio_features,5SuOikwiRyPMVoIQDJUgSV,spotify:track:5SuOikwiRyPMVoIQDJUgSV,https://api.spotify.com/v1/tracks/5SuOikwiRyPMVoIQDJUgSV,https://api.spotify.com/v1/audio-analysis/5SuOikwiRyPMVoIQDJUgSV,230667,4
8,9,ドライフラワー,Yuuri,1138709,https://open.spotify.com/track/4kPlQKwtPrnqLgrmmKFSlA,0.463,0.603,7,-5.464,1,0.0276,0.495,0.0,0.167,0.477,148.089,audio_features,4kPlQKwtPrnqLgrmmKFSlA,spotify:track:4kPlQKwtPrnqLgrmmKFSlA,https://api.spotify.com/v1/tracks/4kPlQKwtPrnqLgrmmKFSlA,https://api.spotify.com/v1/audio-analysis/4kPlQKwtPrnqLgrmmKFSlA,286360,4
9,10,Bye-Good-Bye,BE:FIRST,1132790,https://open.spotify.com/track/0rPrGZTtScNSRL2jZoooKO,0.877,0.639,2,-5.509,1,0.0496,0.108,0.0,0.0806,0.79,115.028,audio_features,0rPrGZTtScNSRL2jZoooKO,spotify:track:0rPrGZTtScNSRL2jZoooKO,https://api.spotify.com/v1/tracks/0rPrGZTtScNSRL2jZoooKO,https://api.spotify.com/v1/audio-analysis/0rPrGZTtScNSRL2jZoooKO,181013,4
10,11,カメレオン,King Gnu,1111848,https://open.spotify.com/track/0J0P8iSE6l3pYHbUdNFYdS,0.628,0.533,0,-7.235,1,0.0417,0.643,0.0,0.0733,0.459,79.953,audio_features,0J0P8iSE6l3pYHbUdNFYdS,spotify:track:0J0P8iSE6l3pYHbUdNFYdS,https://api.spotify.com/v1/tracks/0J0P8iSE6l3pYHbUdNFYdS,https://api.spotify.com/v1/audio-analysis/0J0P8iSE6l3pYHbUdNFYdS,193990,4
11,12,水平線,back number,1101862,https://open.spotify.com/track/5m1i6hq7dmRlp3c1utE48L,0.419,0.75,10,-3.546,1,0.0316,0.011,0.0,0.159,0.436,145.867,audio_features,5m1i6hq7dmRlp3c1utE48L,spotify:track:5m1i6hq7dmRlp3c1utE48L,https://api.spotify.com/v1/tracks/5m1i6hq7dmRlp3c1utE48L,https://api.spotify.com/v1/audio-analysis/5m1i6hq7dmRlp3c1utE48L,285396,4
12,13,CITRUS,Da-iCE,1022943,https://open.spotify.com/track/2IL2asrtx7XM1y8fu2RMnR,0.549,0.861,1,-2.526,1,0.0459,0.22,0.0,0.361,0.739,82.042,audio_features,2IL2asrtx7XM1y8fu2RMnR,spotify:track:2IL2asrtx7XM1y8fu2RMnR,https://api.spotify.com/v1/tracks/2IL2asrtx7XM1y8fu2RMnR,https://api.spotify.com/v1/audio-analysis/2IL2asrtx7XM1y8fu2RMnR,248653,4
13,14,シャッター,Yuuri,1020036,https://open.spotify.com/track/19mjCzLuMHZ0Tyn3eI85bo,0.606,0.579,5,-5.582,1,0.033,0.512,0.0,0.381,0.661,149.988,audio_features,19mjCzLuMHZ0Tyn3eI85bo,spotify:track:19mjCzLuMHZ0Tyn3eI85bo,https://api.spotify.com/v1/tracks/19mjCzLuMHZ0Tyn3eI85bo,https://api.spotify.com/v1/audio-analysis/19mjCzLuMHZ0Tyn3eI85bo,248947,4
14,15,きらり,Fujii Kaze,977385,https://open.spotify.com/track/51oc6MEsXTpnPn6GOw5VuP,0.746,0.764,2,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,audio_features,51oc6MEsXTpnPn6GOw5VuP,spotify:track:51oc6MEsXTpnPn6GOw5VuP,https://api.spotify.com/v1/tracks/51oc6MEsXTpnPn6GOw5VuP,https://api.spotify.com/v1/audio-analysis/51oc6MEsXTpnPn6GOw5VuP,231883,4
15,16,残響散歌,Aimer,965617,https://open.spotify.com/track/7v8wKvNQQIxkugCFFjrkaO,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,audio_features,7v8wKvNQQIxkugCFFjrkaO,spotify:track:7v8wKvNQQIxkugCFFjrkaO,https://api.spotify.com/v1/tracks/7v8wKvNQQIxkugCFFjrkaO,https://api.spotify.com/v1/audio-analysis/7v8wKvNQQIxkugCFFjrkaO,184893,4
16,17,恋風邪にのせて,Vaundy,948618,https://open.spotify.com/track/5PeXak0Ox3JmH2oor0qnGt,0.595,0.909,6,-3.594,0,0.0341,6.4e-05,0.000355,0.387,0.537,118.021,audio_features,5PeXak0Ox3JmH2oor0qnGt,spotify:track:5PeXak0Ox3JmH2oor0qnGt,https://api.spotify.com/v1/tracks/5PeXak0Ox3JmH2oor0qnGt,https://api.spotify.com/v1/audio-analysis/5PeXak0Ox3JmH2oor0qnGt,255914,4
17,18,Dynamite,BTS,919250,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,5QDLhrAOJJdNAmCTJ8xMyW,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/tracks/5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/audio-analysis/5QDLhrAOJJdNAmCTJ8xMyW,199054,4
18,19,Butter,BTS,918455,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,audio_features,1mWdTewIgB3gtBM3TOSFhB,spotify:track:1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/tracks/1mWdTewIgB3gtBM3TOSFhB,https://api.spotify.com/v1/audio-analysis/1mWdTewIgB3gtBM3TOSFhB,164442,4
19,20,群青,YOASOBI,909669,https://open.spotify.com/track/1zd35Y44Blc1CwwVbW3Qnk,0.725,0.853,10,-3.193,1,0.0516,0.305,0.0,0.115,0.707,134.991,audio_features,1zd35Y44Blc1CwwVbW3Qnk,spotify:track:1zd35Y44Blc1CwwVbW3Qnk,https://api.spotify.com/v1/tracks/1zd35Y44Blc1CwwVbW3Qnk,https://api.spotify.com/v1/audio-analysis/1zd35Y44Blc1CwwVbW3Qnk,248027,4
20,21,FEARLESS,LE SSERAFIM,887421,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,audio_features,296nXCOv97WJNRWzIBQnoj,spotify:track:296nXCOv97WJNRWzIBQnoj,https://api.spotify.com/v1/tracks/296nXCOv97WJNRWzIBQnoj,https://api.spotify.com/v1/audio-analysis/296nXCOv97WJNRWzIBQnoj,168437,4
21,22,勿忘,Awesome City Club,885302,https://open.spotify.com/track/0XZyF9lv6diMt4bxThOL0h,0.448,0.447,6,-7.161,0,0.045,0.234,0.0,0.382,0.299,78.861,audio_features,0XZyF9lv6diMt4bxThOL0h,spotify:track:0XZyF9lv6diMt4bxThOL0h,https://api.spotify.com/v1/tracks/0XZyF9lv6diMt4bxThOL0h,https://api.spotify.com/v1/audio-analysis/0XZyF9lv6diMt4bxThOL0h,251533,4
22,23,点描の唄,Mrs. GREEN APPLE,884078,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV,0.502,0.632,0,-4.612,1,0.0273,0.447,0.0,0.103,0.308,152.014,audio_features,1sIIlVrnPhrvmTrHtzM7tV,spotify:track:1sIIlVrnPhrvmTrHtzM7tV,https://api.spotify.com/v1/tracks/1sIIlVrnPhrvmTrHtzM7tV,https://api.spotify.com/v1/audio-analysis/1sIIlVrnPhrvmTrHtzM7tV,307067,4
23,24,LOVE DIVE,IVE,873813,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,audio_features,0Q5VnK2DYzRyfqQRJuUtvi,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,https://api.spotify.com/v1/tracks/0Q5VnK2DYzRyfqQRJuUtvi,https://api.spotify.com/v1/audio-analysis/0Q5VnK2DYzRyfqQRJuUtvi,177187,4
24,25,Permission to Dance,BTS,862088,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585,4
25,26,逆夢,King Gnu,846843,https://open.spotify.com/track/6ZiEWet0uFRwWBCEKCQ8rY,0.204,0.708,1,-5.425,1,0.0458,0.442,0.0,0.319,0.278,83.443,audio_features,6ZiEWet0uFRwWBCEKCQ8rY,spotify:track:6ZiEWet0uFRwWBCEKCQ8rY,https://api.spotify.com/v1/tracks/6ZiEWet0uFRwWBCEKCQ8rY,https://api.spotify.com/v1/audio-analysis/6ZiEWet0uFRwWBCEKCQ8rY,307667,4
26,27,魔法の絨毯,Takaya Kawasaki,843525,https://open.spotify.com/track/3PK5ERLCyMuQ5Cb89GbZVL,0.622,0.309,10,-6.291,0,0.0481,0.776,0.0,0.122,0.571,73.897,audio_features,3PK5ERLCyMuQ5Cb89GbZVL,spotify:track:3PK5ERLCyMuQ5Cb89GbZVL,https://api.spotify.com/v1/tracks/3PK5ERLCyMuQ5Cb89GbZVL,https://api.spotify.com/v1/audio-analysis/3PK5ERLCyMuQ5Cb89GbZVL,208896,4
27,28,一途,King Gnu,832538,https://open.spotify.com/track/7ncPjJBktLEOpstY5JOUMK,0.5,0.964,2,-4.19,1,0.124,0.00723,6.2e-05,0.0557,0.662,159.971,audio_features,7ncPjJBktLEOpstY5JOUMK,spotify:track:7ncPjJBktLEOpstY5JOUMK,https://api.spotify.com/v1/tracks/7ncPjJBktLEOpstY5JOUMK,https://api.spotify.com/v1/audio-analysis/7ncPjJBktLEOpstY5JOUMK,190607,4
28,29,夜に駆ける,YOASOBI,820111,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB,0.663,0.871,8,-5.287,1,0.03,0.00299,1.8e-06,0.337,0.826,130.025,audio_features,6MCjmGYlw6mQVWRFVgBRvB,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,https://api.spotify.com/v1/tracks/6MCjmGYlw6mQVWRFVgBRvB,https://api.spotify.com/v1/audio-analysis/6MCjmGYlw6mQVWRFVgBRvB,258840,4
29,30,STAY (with Justin Bieber),The Kid LAROI,804598,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5PjdY0CKGZdEuoNab3yDmX,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX,141806,4
30,31,YOKAZE,HENTAI SHINSHI CLUB,804399,https://open.spotify.com/track/6tkSMR8bEIfEcJn7ybJtSP,0.642,0.587,10,-5.53,1,0.0268,0.293,0.0,0.0784,0.361,89.96,audio_features,6tkSMR8bEIfEcJn7ybJtSP,spotify:track:6tkSMR8bEIfEcJn7ybJtSP,https://api.spotify.com/v1/tracks/6tkSMR8bEIfEcJn7ybJtSP,https://api.spotify.com/v1/audio-analysis/6tkSMR8bEIfEcJn7ybJtSP,269547,4
31,32,Mela!,Ryokuoushoku Shakai,803379,https://open.spotify.com/track/6IO5nn84TKArsi3cjpIqaD,0.619,0.941,8,-1.618,1,0.0584,0.0439,1.73e-05,0.318,0.624,137.967,audio_features,6IO5nn84TKArsi3cjpIqaD,spotify:track:6IO5nn84TKArsi3cjpIqaD,https://api.spotify.com/v1/tracks/6IO5nn84TKArsi3cjpIqaD,https://api.spotify.com/v1/audio-analysis/6IO5nn84TKArsi3cjpIqaD,242067,4
32,33,常緑,Chippoke Ohashi,786314,https://open.spotify.com/track/6qn31XzTa6YKXs5FZpAPgP,0.725,0.75,11,-5.694,1,0.0772,0.0242,0.0,0.101,0.888,101.19,audio_features,6qn31XzTa6YKXs5FZpAPgP,spotify:track:6qn31XzTa6YKXs5FZpAPgP,https://api.spotify.com/v1/tracks/6qn31XzTa6YKXs5FZpAPgP,https://api.spotify.com/v1/audio-analysis/6qn31XzTa6YKXs5FZpAPgP,171547,4
33,34,ハート,Aimyon,776474,https://open.spotify.com/track/6cvKfEw8rDcmXBslqSEC9G,0.661,0.448,6,-5.761,1,0.0522,0.543,0.0,0.0818,0.299,78.114,audio_features,6cvKfEw8rDcmXBslqSEC9G,spotify:track:6cvKfEw8rDcmXBslqSEC9G,https://api.spotify.com/v1/tracks/6cvKfEw8rDcmXBslqSEC9G,https://api.spotify.com/v1/audio-analysis/6cvKfEw8rDcmXBslqSEC9G,271280,4
34,35,Cry Baby,Official HIGE DANdism,772739,https://open.spotify.com/track/6wDntdm888mDo458RaYjGl,0.346,0.901,1,-4.617,1,0.12,0.0103,0.0,0.358,0.434,199.934,audio_features,6wDntdm888mDo458RaYjGl,spotify:track:6wDntdm888mDo458RaYjGl,https://api.spotify.com/v1/tracks/6wDntdm888mDo458RaYjGl,https://api.spotify.com/v1/audio-analysis/6wDntdm888mDo458RaYjGl,241680,4
35,36,踊り子,Vaundy,756460,https://open.spotify.com/track/4xk70Qur2QeRmWIzWPC63V,0.718,0.475,7,-11.469,1,0.0611,0.845,0.801,0.105,0.678,157.032,audio_features,4xk70Qur2QeRmWIzWPC63V,spotify:track:4xk70Qur2QeRmWIzWPC63V,https://api.spotify.com/v1/tracks/4xk70Qur2QeRmWIzWPC63V,https://api.spotify.com/v1/audio-analysis/4xk70Qur2QeRmWIzWPC63V,230110,4
36,37,三原色,YOASOBI,750621,https://open.spotify.com/track/0UBUg8NU4XJtQqzTPs8Pkr,0.666,0.923,5,-2.362,0,0.0712,0.0836,0.0,0.315,0.861,128.014,audio_features,0UBUg8NU4XJtQqzTPs8Pkr,spotify:track:0UBUg8NU4XJtQqzTPs8Pkr,https://api.spotify.com/v1/tracks/0UBUg8NU4XJtQqzTPs8Pkr,https://api.spotify.com/v1/audio-analysis/0UBUg8NU4XJtQqzTPs8Pkr,220253,4
37,38,怪物,YOASOBI,749849,https://open.spotify.com/track/6uhIF5J5Txaie0is2nXdxU,0.598,0.847,1,-2.54,1,0.205,0.0655,9.92e-05,0.307,0.728,169.959,audio_features,6uhIF5J5Txaie0is2nXdxU,spotify:track:6uhIF5J5Txaie0is2nXdxU,https://api.spotify.com/v1/tracks/6uhIF5J5Txaie0is2nXdxU,https://api.spotify.com/v1/audio-analysis/6uhIF5J5Txaie0is2nXdxU,205480,4
38,39,115万キロのフィルム,Official HIGE DANdism,733268,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,audio_features,278JqkBGkjDovOYAwE8TW7,spotify:track:278JqkBGkjDovOYAwE8TW7,https://api.spotify.com/v1/tracks/278JqkBGkjDovOYAwE8TW7,https://api.spotify.com/v1/audio-analysis/278JqkBGkjDovOYAwE8TW7,324633,4
39,40,The Feels,TWICE,721289,https://open.spotify.com/track/1qE8DOtw7zdXHMgZm20eLM,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,audio_features,1qE8DOtw7zdXHMgZm20eLM,spotify:track:1qE8DOtw7zdXHMgZm20eLM,https://api.spotify.com/v1/tracks/1qE8DOtw7zdXHMgZm20eLM,https://api.spotify.com/v1/audio-analysis/1qE8DOtw7zdXHMgZm20eLM,198053,4
40,41,"Stand by me, Stand by you.",HIRAIDAI,710611,https://open.spotify.com/track/7DyS11kB1YNrfDzQqtjmTh,0.66,0.576,3,-5.627,1,0.0363,0.0879,0.0,0.0599,0.561,80.978,audio_features,7DyS11kB1YNrfDzQqtjmTh,spotify:track:7DyS11kB1YNrfDzQqtjmTh,https://api.spotify.com/v1/tracks/7DyS11kB1YNrfDzQqtjmTh,https://api.spotify.com/v1/audio-analysis/7DyS11kB1YNrfDzQqtjmTh,193013,4
41,42,WA DA DA,Kep1er,709479,https://open.spotify.com/track/0hQNbQKW2dDATH1ngj4TI6,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,audio_features,0hQNbQKW2dDATH1ngj4TI6,spotify:track:0hQNbQKW2dDATH1ngj4TI6,https://api.spotify.com/v1/tracks/0hQNbQKW2dDATH1ngj4TI6,https://api.spotify.com/v1/audio-analysis/0hQNbQKW2dDATH1ngj4TI6,183693,4
42,43,ヨワネハキ,MAISONdes,708700,https://open.spotify.com/track/0FOVGBW0RpVRuDuUuN4ZVw,0.78,0.814,7,-3.617,1,0.0291,0.0432,8.28e-05,0.168,0.59,108.025,audio_features,0FOVGBW0RpVRuDuUuN4ZVw,spotify:track:0FOVGBW0RpVRuDuUuN4ZVw,https://api.spotify.com/v1/tracks/0FOVGBW0RpVRuDuUuN4ZVw,https://api.spotify.com/v1/audio-analysis/0FOVGBW0RpVRuDuUuN4ZVw,166967,4
43,44,Pretender,Official HIGE DANdism,700142,https://open.spotify.com/track/15HNdxGKNCIO9pgaY4n7FU,0.538,0.869,8,-3.464,1,0.0275,0.047,0.0,0.14,0.369,91.972,audio_features,15HNdxGKNCIO9pgaY4n7FU,spotify:track:15HNdxGKNCIO9pgaY4n7FU,https://api.spotify.com/v1/tracks/15HNdxGKNCIO9pgaY4n7FU,https://api.spotify.com/v1/audio-analysis/15HNdxGKNCIO9pgaY4n7FU,326843,4
44,45,猫,DISH//,679290,https://open.spotify.com/track/6sIx7Cn37DGEhjy9hBP8Gx,0.506,0.769,3,-5.326,1,0.0363,0.113,0.0,0.0828,0.536,154.044,audio_features,6sIx7Cn37DGEhjy9hBP8Gx,spotify:track:6sIx7Cn37DGEhjy9hBP8Gx,https://api.spotify.com/v1/tracks/6sIx7Cn37DGEhjy9hBP8Gx,https://api.spotify.com/v1/audio-analysis/6sIx7Cn37DGEhjy9hBP8Gx,276040,4
45,46,愛とか恋とか,Novelbright,658238,https://open.spotify.com/track/1VHL1PIkhDwWbFc65xHwOr,0.697,0.556,6,-5.089,1,0.0364,0.698,0.0,0.0991,0.404,89.987,audio_features,1VHL1PIkhDwWbFc65xHwOr,spotify:track:1VHL1PIkhDwWbFc65xHwOr,https://api.spotify.com/v1/tracks/1VHL1PIkhDwWbFc65xHwOr,https://api.spotify.com/v1/audio-analysis/1VHL1PIkhDwWbFc65xHwOr,232453,4
46,47,I LOVE...,Official HIGE DANdism,651565,https://open.spotify.com/track/5wWLNNwMAehpj83FU4Lz0m,0.546,0.663,9,-6.071,1,0.0536,0.00938,0.0,0.178,0.407,171.698,audio_features,5wWLNNwMAehpj83FU4Lz0m,spotify:track:5wWLNNwMAehpj83FU4Lz0m,https://api.spotify.com/v1/tracks/5wWLNNwMAehpj83FU4Lz0m,https://api.spotify.com/v1/audio-analysis/5wWLNNwMAehpj83FU4Lz0m,282680,4
47,48,ELEVEN,IVE,650954,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,audio_features,7n2FZQsaLb7ZRfRPfEeIvr,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/tracks/7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/audio-analysis/7n2FZQsaLb7ZRfRPfEeIvr,178453,4
48,49,おもかげ (produced by Vaundy),milet,643626,https://open.spotify.com/track/6ts1KCOudfDYXYfyWtq0k1,0.488,0.638,8,-4.502,1,0.058,0.0258,2.24e-05,0.12,0.713,207.906,audio_features,6ts1KCOudfDYXYfyWtq0k1,spotify:track:6ts1KCOudfDYXYfyWtq0k1,https://api.spotify.com/v1/tracks/6ts1KCOudfDYXYfyWtq0k1,https://api.spotify.com/v1/audio-analysis/6ts1KCOudfDYXYfyWtq0k1,188060,4
