,Position,Track Name,Artist,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
99,100,裸の心,Aimyon,292151,https://open.spotify.com/track/4Jv7U0JJpbQnOrjtDwDZTZ,0.559,0.448,8,-4.11,1,0.0275,0.537,1.85e-05,0.0915,0.354,148.02,audio_features,4Jv7U0JJpbQnOrjtDwDZTZ,spotify:track:4Jv7U0JJpbQnOrjtDwDZTZ,https://api.spotify.com/v1/tracks/4Jv7U0JJpbQnOrjtDwDZTZ,https://api.spotify.com/v1/audio-analysis/4Jv7U0JJpbQnOrjtDwDZTZ,296653,4
100,101,HOPE,HIRAIDAI,283613,https://open.spotify.com/track/4xfYAFR8CCXdFr9mxPmHXL,0.691,0.649,3,-5.61,1,0.173,0.275,0.0,0.0647,0.69,177.959,audio_features,4xfYAFR8CCXdFr9mxPmHXL,spotify:track:4xfYAFR8CCXdFr9mxPmHXL,https://api.spotify.com/v1/tracks/4xfYAFR8CCXdFr9mxPmHXL,https://api.spotify.com/v1/audio-analysis/4xfYAFR8CCXdFr9mxPmHXL,185991,4
101,102,かくれんぼ,Yuuri,282580,https://open.spotify.com/track/0tMqllhrXe8CWOosrCD1fE,0.667,0.534,9,-6.963,1,0.0606,0.479,0.0,0.124,0.308,156.054,audio_features,0tMqllhrXe8CWOosrCD1fE,spotify:track:0tMqllhrXe8CWOosrCD1fE,https://api.spotify.com/v1/tracks/0tMqllhrXe8CWOosrCD1fE,https://api.spotify.com/v1/audio-analysis/0tMqllhrXe8CWOosrCD1fE,271427,4
102,103,O.O,NMIXX,282129,https://open.spotify.com/track/1m2PksrrMpIev63uPxT1V0,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,audio_features,1m2PksrrMpIev63uPxT1V0,spotify:track:1m2PksrrMpIev63uPxT1V0,https://api.spotify.com/v1/tracks/1m2PksrrMpIev63uPxT1V0,https://api.spotify.com/v1/audio-analysis/1m2PksrrMpIev63uPxT1V0,172936,4
103,104,あぁ、もう。,Saucy Dog,282117,https://open.spotify.com/track/7G4rZHIBiXJNFmLYXtWCPm,0.706,0.672,4,-4.696,1,0.029,0.248,0.0,0.177,0.632,112.126,audio_features,7G4rZHIBiXJNFmLYXtWCPm,spotify:track:7G4rZHIBiXJNFmLYXtWCPm,https://api.spotify.com/v1/tracks/7G4rZHIBiXJNFmLYXtWCPm,https://api.spotify.com/v1/audio-analysis/7G4rZHIBiXJNFmLYXtWCPm,284330,4
104,105,GILA GILA,Awich,281185,https://open.spotify.com/track/7AsWduh1mkB8uKOox5NH0X,0.854,0.783,11,-5.963,1,0.23,0.0293,0.0,0.322,0.431,132.026,audio_features,7AsWduh1mkB8uKOox5NH0X,spotify:track:7AsWduh1mkB8uKOox5NH0X,https://api.spotify.com/v1/tracks/7AsWduh1mkB8uKOox5NH0X,https://api.spotify.com/v1/audio-analysis/7AsWduh1mkB8uKOox5NH0X,253333,4
105,106,ワタリドリ,[Alexandros],278232,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,0.508,0.964,9,-4.077,1,0.0831,0.00141,0.0,0.197,0.609,134.982,audio_features,0ve9Tpz8Yw0I4eXhWsy21o,spotify:track:0ve9Tpz8Yw0I4eXhWsy21o,https://api.spotify.com/v1/tracks/0ve9Tpz8Yw0I4eXhWsy21o,https://api.spotify.com/v1/audio-analysis/0ve9Tpz8Yw0I4eXhWsy21o,248707,4
106,107,裸の勇者,Vaundy,276012,https://open.spotify.com/track/3k64vNcgYPkETG7TNgpW4o,0.442,0.888,9,-5.747,0,0.121,0.0127,0.000727,0.2,0.435,163.032,audio_features,3k64vNcgYPkETG7TNgpW4o,spotify:track:3k64vNcgYPkETG7TNgpW4o,https://api.spotify.com/v1/tracks/3k64vNcgYPkETG7TNgpW4o,https://api.spotify.com/v1/audio-analysis/3k64vNcgYPkETG7TNgpW4o,201973,4
107,108,Shape of You,Ed Sheeran,274926,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4
108,109,大阪LOVER,DREAMS COME TRUE,274264,https://open.spotify.com/track/2WpgKrUoWaZHQLTgT6aZBF,0.745,0.727,4,-4.902,0,0.0268,0.00554,0.0,0.375,0.546,129.703,audio_features,2WpgKrUoWaZHQLTgT6aZBF,spotify:track:2WpgKrUoWaZHQLTgT6aZBF,https://api.spotify.com/v1/tracks/2WpgKrUoWaZHQLTgT6aZBF,https://api.spotify.com/v1/audio-analysis/2WpgKrUoWaZHQLTgT6aZBF,266560,4
109,110,Shining One,BE:FIRST,274169,https://open.spotify.com/track/7DTKSwO1kTAJDu9Q5U73UZ,0.716,0.737,7,-5.671,0,0.0851,0.115,0.0,0.138,0.573,144.986,audio_features,7DTKSwO1kTAJDu9Q5U73UZ,spotify:track:7DTKSwO1kTAJDu9Q5U73UZ,https://api.spotify.com/v1/tracks/7DTKSwO1kTAJDu9Q5U73UZ,https://api.spotify.com/v1/audio-analysis/7DTKSwO1kTAJDu9Q5U73UZ,244107,4
110,111,Buddy,HIRAIDAI,273493,https://open.spotify.com/track/1GlT0DZKjapYwJzRcdBh4F,0.786,0.482,6,-6.82,1,0.0477,0.156,0.0,0.34,0.617,89.992,audio_features,1GlT0DZKjapYwJzRcdBh4F,spotify:track:1GlT0DZKjapYwJzRcdBh4F,https://api.spotify.com/v1/tracks/1GlT0DZKjapYwJzRcdBh4F,https://api.spotify.com/v1/audio-analysis/1GlT0DZKjapYwJzRcdBh4F,174233,4
111,112,Tokimeki,Vaundy,272468,https://open.spotify.com/track/18gB0d6DaRPvrQBbl7WEuk,0.657,0.697,5,-7.392,1,0.0297,0.00105,0.0225,0.286,0.915,120.028,audio_features,18gB0d6DaRPvrQBbl7WEuk,spotify:track:18gB0d6DaRPvrQBbl7WEuk,https://api.spotify.com/v1/tracks/18gB0d6DaRPvrQBbl7WEuk,https://api.spotify.com/v1/audio-analysis/18gB0d6DaRPvrQBbl7WEuk,212000,4
112,113,ミスター,YOASOBI,270102,https://open.spotify.com/track/2YbNZLoiREBYZo4HeKB8Np,0.732,0.933,1,-3.51,0,0.0548,0.0674,3.67e-05,0.202,0.611,119.971,audio_features,2YbNZLoiREBYZo4HeKB8Np,spotify:track:2YbNZLoiREBYZo4HeKB8Np,https://api.spotify.com/v1/tracks/2YbNZLoiREBYZo4HeKB8Np,https://api.spotify.com/v1/audio-analysis/2YbNZLoiREBYZo4HeKB8Np,187000,4
113,114,栞,Creep Hyp,268105,https://open.spotify.com/track/2Bsg6EfrmEx0x0eC8v4vuG,0.505,0.883,6,-3.094,1,0.0481,0.0117,0.0,0.0578,0.666,100.496,audio_features,2Bsg6EfrmEx0x0eC8v4vuG,spotify:track:2Bsg6EfrmEx0x0eC8v4vuG,https://api.spotify.com/v1/tracks/2Bsg6EfrmEx0x0eC8v4vuG,https://api.spotify.com/v1/audio-analysis/2Bsg6EfrmEx0x0eC8v4vuG,261547,4
114,115,My Universe,Coldplay,267148,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,audio_features,46HNZY1i7O6jwTA7Slo2PI,spotify:track:46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/tracks/46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/audio-analysis/46HNZY1i7O6jwTA7Slo2PI,226198,4
115,116,Love Song,Uru,266774,https://open.spotify.com/track/2aAuO61alPO20xyePFHjdf,0.575,0.583,9,-4.72,1,0.0309,0.569,0.0,0.0894,0.39,137.766,audio_features,2aAuO61alPO20xyePFHjdf,spotify:track:2aAuO61alPO20xyePFHjdf,https://api.spotify.com/v1/tracks/2aAuO61alPO20xyePFHjdf,https://api.spotify.com/v1/audio-analysis/2aAuO61alPO20xyePFHjdf,286413,4
116,117,春を告げる,yama,266220,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD,0.548,0.871,11,-5.377,1,0.123,0.0397,0.0,0.357,0.487,120.009,audio_features,2Gmyw5Vg2X5YW2lM3OC7nD,spotify:track:2Gmyw5Vg2X5YW2lM3OC7nD,https://api.spotify.com/v1/tracks/2Gmyw5Vg2X5YW2lM3OC7nD,https://api.spotify.com/v1/audio-analysis/2Gmyw5Vg2X5YW2lM3OC7nD,196497,4
117,118,Bluma to Lunch,BLOOM VASE,264602,https://open.spotify.com/track/3EYWY7XBj1BkCKX3R3hoZk,0.756,0.726,7,-5.388,1,0.0489,0.034,0.000455,0.119,0.792,123.98,audio_features,3EYWY7XBj1BkCKX3R3hoZk,spotify:track:3EYWY7XBj1BkCKX3R3hoZk,https://api.spotify.com/v1/tracks/3EYWY7XBj1BkCKX3R3hoZk,https://api.spotify.com/v1/audio-analysis/3EYWY7XBj1BkCKX3R3hoZk,159040,4
118,119,全力少年,Sukima Switch,263746,https://open.spotify.com/track/3Ztjw8utVpcrzms1RrsJvR,0.639,0.79,2,-4.156,1,0.0263,0.25,0.0,0.299,0.733,133.948,audio_features,3Ztjw8utVpcrzms1RrsJvR,spotify:track:3Ztjw8utVpcrzms1RrsJvR,https://api.spotify.com/v1/tracks/3Ztjw8utVpcrzms1RrsJvR,https://api.spotify.com/v1/audio-analysis/3Ztjw8utVpcrzms1RrsJvR,272747,4
119,120,POP SONG,Kenshi Yonezu,263665,https://open.spotify.com/track/1rdr5D1dSqbEmLa97l36NZ,0.764,0.805,11,-6.47,0,0.118,0.268,6.29e-06,0.937,0.834,109.975,audio_features,1rdr5D1dSqbEmLa97l36NZ,spotify:track:1rdr5D1dSqbEmLa97l36NZ,https://api.spotify.com/v1/tracks/1rdr5D1dSqbEmLa97l36NZ,https://api.spotify.com/v1/audio-analysis/1rdr5D1dSqbEmLa97l36NZ,199187,4
120,121,阿修羅ちゃん,Ado,261731,https://open.spotify.com/track/0cN6iBeCR7NgeBeTIKjLml,0.629,0.945,1,-3.957,0,0.161,0.0712,0.0,0.312,0.686,156.048,audio_features,0cN6iBeCR7NgeBeTIKjLml,spotify:track:0cN6iBeCR7NgeBeTIKjLml,https://api.spotify.com/v1/tracks/0cN6iBeCR7NgeBeTIKjLml,https://api.spotify.com/v1/audio-analysis/0cN6iBeCR7NgeBeTIKjLml,195080,4
121,122,Curtain Call,Shota Shimizu,261355,https://open.spotify.com/track/3JzAKk0CpUlgzS1mPqzBwk,0.656,0.582,0,-5.85,1,0.0329,0.189,0.0,0.243,0.401,85.004,audio_features,3JzAKk0CpUlgzS1mPqzBwk,spotify:track:3JzAKk0CpUlgzS1mPqzBwk,https://api.spotify.com/v1/tracks/3JzAKk0CpUlgzS1mPqzBwk,https://api.spotify.com/v1/audio-analysis/3JzAKk0CpUlgzS1mPqzBwk,267587,4
122,123,Anarchy,Official HIGE DANdism,260118,https://open.spotify.com/track/0ZPYvSJZ1feuhUcG17PHqP,0.7,0.716,11,-7.834,0,0.0307,0.000311,0.00254,0.101,0.471,133.968,audio_features,0ZPYvSJZ1feuhUcG17PHqP,spotify:track:0ZPYvSJZ1feuhUcG17PHqP,https://api.spotify.com/v1/tracks/0ZPYvSJZ1feuhUcG17PHqP,https://api.spotify.com/v1/audio-analysis/0ZPYvSJZ1feuhUcG17PHqP,268431,4
123,124,まつり,Fujii Kaze,258265,https://open.spotify.com/track/3OdkC5pG8vc26S26qHyBo8,0.663,0.731,1,-7.335,1,0.0338,0.00892,0.0502,0.293,0.356,97.025,audio_features,3OdkC5pG8vc26S26qHyBo8,spotify:track:3OdkC5pG8vc26S26qHyBo8,https://api.spotify.com/v1/tracks/3OdkC5pG8vc26S26qHyBo8,https://api.spotify.com/v1/audio-analysis/3OdkC5pG8vc26S26qHyBo8,225920,4
124,125,ギラギラ,Ado,257874,https://open.spotify.com/track/2mSRPQsUDIXJFfo3CpKJBA,0.657,0.862,7,-4.163,1,0.0543,0.0492,0.0,0.0898,0.724,95.994,audio_features,2mSRPQsUDIXJFfo3CpKJBA,spotify:track:2mSRPQsUDIXJFfo3CpKJBA,https://api.spotify.com/v1/tracks/2mSRPQsUDIXJFfo3CpKJBA,https://api.spotify.com/v1/audio-analysis/2mSRPQsUDIXJFfo3CpKJBA,276080,4
125,126,世界の秘密,Vaundy,252703,https://open.spotify.com/track/2ISglgxR4TxUXxrA5Iqwzr,0.683,0.53,6,-6.749,0,0.0614,0.142,0.0,0.0978,0.823,159.969,audio_features,2ISglgxR4TxUXxrA5Iqwzr,spotify:track:2ISglgxR4TxUXxrA5Iqwzr,https://api.spotify.com/v1/tracks/2ISglgxR4TxUXxrA5Iqwzr,https://api.spotify.com/v1/audio-analysis/2ISglgxR4TxUXxrA5Iqwzr,221250,4
126,127,Boy With Luv (feat. Halsey),BTS,252510,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,audio_features,4a9tbd947vo9K8Vti9JwcI,spotify:track:4a9tbd947vo9K8Vti9JwcI,https://api.spotify.com/v1/tracks/4a9tbd947vo9K8Vti9JwcI,https://api.spotify.com/v1/audio-analysis/4a9tbd947vo9K8Vti9JwcI,229773,4
127,128,HANABI,Mr.Children,252482,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,0.638,0.766,1,-5.541,1,0.0268,0.157,0.0,0.124,0.595,112.005,audio_features,0AU7xhipAm9Saq0k8A9Iua,spotify:track:0AU7xhipAm9Saq0k8A9Iua,https://api.spotify.com/v1/tracks/0AU7xhipAm9Saq0k8A9Iua,https://api.spotify.com/v1/audio-analysis/0AU7xhipAm9Saq0k8A9Iua,342773,4
128,129,Darl+ing,SEVENTEEN,251844,https://open.spotify.com/track/6vo0dV9t7PCQZKsLFwVwZ5,0.71,0.686,0,-4.926,1,0.0713,0.296,0.0,0.492,0.483,96.06,audio_features,6vo0dV9t7PCQZKsLFwVwZ5,spotify:track:6vo0dV9t7PCQZKsLFwVwZ5,https://api.spotify.com/v1/tracks/6vo0dV9t7PCQZKsLFwVwZ5,https://api.spotify.com/v1/audio-analysis/6vo0dV9t7PCQZKsLFwVwZ5,176547,4
129,130,不思議,Gen Hoshino,251339,https://open.spotify.com/track/6NKn02oJDkUkRa9IHbMe3n,0.753,0.574,3,-4.57,1,0.0483,0.0512,3.71e-06,0.141,0.527,89.024,audio_features,6NKn02oJDkUkRa9IHbMe3n,spotify:track:6NKn02oJDkUkRa9IHbMe3n,https://api.spotify.com/v1/tracks/6NKn02oJDkUkRa9IHbMe3n,https://api.spotify.com/v1/audio-analysis/6NKn02oJDkUkRa9IHbMe3n,290000,4
130,131,インフェルノ,Mrs. GREEN APPLE,249904,https://open.spotify.com/track/2vOAHp8PBBFYqvQUWSoITY,0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,audio_features,2vOAHp8PBBFYqvQUWSoITY,spotify:track:2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/tracks/2vOAHp8PBBFYqvQUWSoITY,https://api.spotify.com/v1/audio-analysis/2vOAHp8PBBFYqvQUWSoITY,211600,4
131,132,HAPPY BIRTHDAY,back number,248341,https://open.spotify.com/track/4FMz2RFrbDGzJO7K4D0vS3,0.482,0.602,11,-4.365,1,0.0303,0.0702,0.0,0.0677,0.535,145.988,audio_features,4FMz2RFrbDGzJO7K4D0vS3,spotify:track:4FMz2RFrbDGzJO7K4D0vS3,https://api.spotify.com/v1/tracks/4FMz2RFrbDGzJO7K4D0vS3,https://api.spotify.com/v1/audio-analysis/4FMz2RFrbDGzJO7K4D0vS3,258333,4
132,133,丸ノ内サディスティック,Sheena Ringo,247119,https://open.spotify.com/track/1mWN1USPKg632qQXG9sfDL,0.425,0.916,8,-2.909,1,0.118,0.113,0.000398,0.108,0.659,199.694,audio_features,1mWN1USPKg632qQXG9sfDL,spotify:track:1mWN1USPKg632qQXG9sfDL,https://api.spotify.com/v1/tracks/1mWN1USPKg632qQXG9sfDL,https://api.spotify.com/v1/audio-analysis/1mWN1USPKg632qQXG9sfDL,235867,4
133,134,桜が降る夜は,Aimyon,245837,https://open.spotify.com/track/1iEsGutpDvMJG0zYqoKKmQ,0.641,0.957,5,-2.574,1,0.0455,0.384,1.05e-06,0.218,0.71,106.995,audio_features,1iEsGutpDvMJG0zYqoKKmQ,spotify:track:1iEsGutpDvMJG0zYqoKKmQ,https://api.spotify.com/v1/tracks/1iEsGutpDvMJG0zYqoKKmQ,https://api.spotify.com/v1/audio-analysis/1iEsGutpDvMJG0zYqoKKmQ,274800,4
134,135,Partner,有華,244726,https://open.spotify.com/track/48lsRmp9AC6tU4rP9QJx4H,0.789,0.63,9,-5.049,1,0.037,0.108,1.56e-06,0.132,0.836,95.009,audio_features,48lsRmp9AC6tU4rP9QJx4H,spotify:track:48lsRmp9AC6tU4rP9QJx4H,https://api.spotify.com/v1/tracks/48lsRmp9AC6tU4rP9QJx4H,https://api.spotify.com/v1/audio-analysis/48lsRmp9AC6tU4rP9QJx4H,174013,4
135,136,陽はまた昇るから,Ryokuoushoku Shakai,243398,https://open.spotify.com/track/43PlsJn27zRG2KjpL12eb7,0.576,0.944,6,-2.409,1,0.06,0.0541,0.0,0.334,0.727,142.04,audio_features,43PlsJn27zRG2KjpL12eb7,spotify:track:43PlsJn27zRG2KjpL12eb7,https://api.spotify.com/v1/tracks/43PlsJn27zRG2KjpL12eb7,https://api.spotify.com/v1/audio-analysis/43PlsJn27zRG2KjpL12eb7,266373,4
136,137,ハルカ,YOASOBI,242078,https://open.spotify.com/track/5D9MPWdY2hjSeTIGE5n5kv,0.712,0.817,1,-5.123,1,0.0279,0.0717,7.21e-06,0.146,0.679,100.016,audio_features,5D9MPWdY2hjSeTIGE5n5kv,spotify:track:5D9MPWdY2hjSeTIGE5n5kv,https://api.spotify.com/v1/tracks/5D9MPWdY2hjSeTIGE5n5kv,https://api.spotify.com/v1/audio-analysis/5D9MPWdY2hjSeTIGE5n5kv,243613,4
137,138,アイネクライネ,Kenshi Yonezu,241181,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,0.471,0.868,1,-2.291,1,0.0295,0.0384,0.0,0.297,0.811,173.969,audio_features,45YBVp6zMwQZRbUDcPzmMB,spotify:track:45YBVp6zMwQZRbUDcPzmMB,https://api.spotify.com/v1/tracks/45YBVp6zMwQZRbUDcPzmMB,https://api.spotify.com/v1/audio-analysis/45YBVp6zMwQZRbUDcPzmMB,288013,4
138,139,高嶺の花子さん,back number,239632,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,0.54,0.923,9,-2.838,1,0.0623,0.066,0.0,0.124,0.343,137.977,audio_features,2jdbZGFp8KVTuk0YxDNL4l,spotify:track:2jdbZGFp8KVTuk0YxDNL4l,https://api.spotify.com/v1/tracks/2jdbZGFp8KVTuk0YxDNL4l,https://api.spotify.com/v1/audio-analysis/2jdbZGFp8KVTuk0YxDNL4l,294813,4
139,140,東京フラッシュ,Vaundy,238514,https://open.spotify.com/track/3vXdK7DCzJyp1MIh10TJFS,0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,audio_features,3vXdK7DCzJyp1MIh10TJFS,spotify:track:3vXdK7DCzJyp1MIh10TJFS,https://api.spotify.com/v1/tracks/3vXdK7DCzJyp1MIh10TJFS,https://api.spotify.com/v1/audio-analysis/3vXdK7DCzJyp1MIh10TJFS,258859,4
140,141,海のリビング,鈴木鈴木,236495,https://open.spotify.com/track/0CZB07xMxIGRfCZT93ynFj,0.652,0.846,10,-4.005,0,0.0374,0.0905,0.0,0.242,0.762,97.998,audio_features,0CZB07xMxIGRfCZT93ynFj,spotify:track:0CZB07xMxIGRfCZT93ynFj,https://api.spotify.com/v1/tracks/0CZB07xMxIGRfCZT93ynFj,https://api.spotify.com/v1/audio-analysis/0CZB07xMxIGRfCZT93ynFj,223600,4
141,142,Surges,Orangestar,236246,https://open.spotify.com/track/5XhxMq0dQNenKr6eDU79Ka,0.587,0.924,5,-4.622,1,0.0534,0.0775,0.0,0.256,0.882,136.95,audio_features,5XhxMq0dQNenKr6eDU79Ka,spotify:track:5XhxMq0dQNenKr6eDU79Ka,https://api.spotify.com/v1/tracks/5XhxMq0dQNenKr6eDU79Ka,https://api.spotify.com/v1/audio-analysis/5XhxMq0dQNenKr6eDU79Ka,120876,4
142,143,眩光,WANIMA,234059,https://open.spotify.com/track/0Imzg052WsTbxUNDMnZhmp,0.405,0.968,6,-2.425,1,0.0669,0.000918,6.25e-06,0.366,0.509,194.957,audio_features,0Imzg052WsTbxUNDMnZhmp,spotify:track:0Imzg052WsTbxUNDMnZhmp,https://api.spotify.com/v1/tracks/0Imzg052WsTbxUNDMnZhmp,https://api.spotify.com/v1/audio-analysis/0Imzg052WsTbxUNDMnZhmp,214245,4
143,144,アイノカタチ,MISIA,233052,https://open.spotify.com/track/7mSVOYRseiZi20xtBKhHnF,0.39,0.654,6,-6.247,1,0.0335,0.0241,0.0,0.196,0.304,180.043,audio_features,7mSVOYRseiZi20xtBKhHnF,spotify:track:7mSVOYRseiZi20xtBKhHnF,https://api.spotify.com/v1/tracks/7mSVOYRseiZi20xtBKhHnF,https://api.spotify.com/v1/audio-analysis/7mSVOYRseiZi20xtBKhHnF,262693,4
144,145,奏(かなで),Sukima Switch,232616,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,0.519,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,audio_features,5RbMlPFL4gVyEHW2lEOuzG,spotify:track:5RbMlPFL4gVyEHW2lEOuzG,https://api.spotify.com/v1/tracks/5RbMlPFL4gVyEHW2lEOuzG,https://api.spotify.com/v1/audio-analysis/5RbMlPFL4gVyEHW2lEOuzG,328627,4
145,146,ミズキリ,Yuuri,230767,https://open.spotify.com/track/6T8eKlvqWuPKJT7euIqoxX,0.446,0.706,1,-5.447,1,0.033,0.163,0.0,0.11,0.445,179.906,audio_features,6T8eKlvqWuPKJT7euIqoxX,spotify:track:6T8eKlvqWuPKJT7euIqoxX,https://api.spotify.com/v1/tracks/6T8eKlvqWuPKJT7euIqoxX,https://api.spotify.com/v1/audio-analysis/6T8eKlvqWuPKJT7euIqoxX,208400,4
146,147,カタオモイ,Aimer,229203,https://open.spotify.com/track/2HovXsvcdJur52BOcYGydz,0.621,0.533,1,-5.974,1,0.0342,0.78,0.0,0.333,0.791,96.981,audio_features,2HovXsvcdJur52BOcYGydz,spotify:track:2HovXsvcdJur52BOcYGydz,https://api.spotify.com/v1/tracks/2HovXsvcdJur52BOcYGydz,https://api.spotify.com/v1/audio-analysis/2HovXsvcdJur52BOcYGydz,207360,4
147,148,炎,LiSA,228303,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn,0.477,0.685,2,-4.554,1,0.0325,0.105,0.0,0.277,0.308,152.04,audio_features,0cSkn2l67csUljEy0EEBPn,spotify:track:0cSkn2l67csUljEy0EEBPn,https://api.spotify.com/v1/tracks/0cSkn2l67csUljEy0EEBPn,https://api.spotify.com/v1/audio-analysis/0cSkn2l67csUljEy0EEBPn,275000,4
148,149,There's Nothing Holdin' Me Back,Shawn Mendes,227747,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,7JJmb5XwzOO8jgpou264Ml,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440,4
