,Position,Track Name,Artist,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
149,150,君に夢中,Hikaru Utada,225415,https://open.spotify.com/track/0oxWaHk4e669g5VHbQCflA,0.504,0.553,1,-9.163,1,0.0943,0.599,4.56e-06,0.106,0.435,171.914,audio_features,0oxWaHk4e669g5VHbQCflA,spotify:track:0oxWaHk4e669g5VHbQCflA,https://api.spotify.com/v1/tracks/0oxWaHk4e669g5VHbQCflA,https://api.spotify.com/v1/audio-analysis/0oxWaHk4e669g5VHbQCflA,257953,4
150,151,Ordinary days,milet,224873,https://open.spotify.com/track/3RmXzfrmc77FqDaIgxA2me,0.686,0.608,6,-5.766,1,0.03,0.151,0.0,0.134,0.315,98.987,audio_features,3RmXzfrmc77FqDaIgxA2me,spotify:track:3RmXzfrmc77FqDaIgxA2me,https://api.spotify.com/v1/tracks/3RmXzfrmc77FqDaIgxA2me,https://api.spotify.com/v1/audio-analysis/3RmXzfrmc77FqDaIgxA2me,270787,4
151,152,ノーダウト,Official HIGE DANdism,224551,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,0.574,0.936,2,-3.185,1,0.0701,0.0585,0.0,0.336,0.792,149.954,audio_features,5DMEvbg3gUmiR5HIBWdveV,spotify:track:5DMEvbg3gUmiR5HIBWdveV,https://api.spotify.com/v1/tracks/5DMEvbg3gUmiR5HIBWdveV,https://api.spotify.com/v1/audio-analysis/5DMEvbg3gUmiR5HIBWdveV,202395,4
152,153,Pale Blue,Kenshi Yonezu,224535,https://open.spotify.com/track/52RfEh76AVKPwtUtTV9ufl,0.688,0.457,2,-8.635,1,0.0487,0.206,1.51e-05,0.406,0.445,87.99,audio_features,52RfEh76AVKPwtUtTV9ufl,spotify:track:52RfEh76AVKPwtUtTV9ufl,https://api.spotify.com/v1/tracks/52RfEh76AVKPwtUtTV9ufl,https://api.spotify.com/v1/audio-analysis/52RfEh76AVKPwtUtTV9ufl,296547,4
153,154,ハレンチ,CHANMINA,224275,https://open.spotify.com/track/2BfzhBl79bcPOHHXAXJkTY,0.713,0.869,11,-6.002,0,0.0519,0.0469,1.33e-06,0.383,0.56,120.021,audio_features,2BfzhBl79bcPOHHXAXJkTY,spotify:track:2BfzhBl79bcPOHHXAXJkTY,https://api.spotify.com/v1/tracks/2BfzhBl79bcPOHHXAXJkTY,https://api.spotify.com/v1/audio-analysis/2BfzhBl79bcPOHHXAXJkTY,198709,4
154,155,Universe,Official HIGE DANdism,223876,https://open.spotify.com/track/0RuLz62h4YPNXqdO20Fmf6,0.503,0.895,1,-5.706,1,0.154,0.0774,6.15e-06,0.165,0.596,185.976,audio_features,0RuLz62h4YPNXqdO20Fmf6,spotify:track:0RuLz62h4YPNXqdO20Fmf6,https://api.spotify.com/v1/tracks/0RuLz62h4YPNXqdO20Fmf6,https://api.spotify.com/v1/audio-analysis/0RuLz62h4YPNXqdO20Fmf6,285813,4
155,156,何度でも,DREAMS COME TRUE,222379,https://open.spotify.com/track/6Qq8UOS6QzeSYFUVXC5wEB,0.551,0.768,4,-5.147,1,0.0386,0.213,0.0,0.253,0.35,100.037,audio_features,6Qq8UOS6QzeSYFUVXC5wEB,spotify:track:6Qq8UOS6QzeSYFUVXC5wEB,https://api.spotify.com/v1/tracks/6Qq8UOS6QzeSYFUVXC5wEB,https://api.spotify.com/v1/audio-analysis/6Qq8UOS6QzeSYFUVXC5wEB,222760,4
156,157,小さな恋のうた,MONGOL800,221526,https://open.spotify.com/track/23atyJacJVHvB9RHBNhr35,0.403,0.778,11,-4.856,1,0.0395,0.00203,0.0,0.227,0.628,115.581,audio_features,23atyJacJVHvB9RHBNhr35,spotify:track:23atyJacJVHvB9RHBNhr35,https://api.spotify.com/v1/tracks/23atyJacJVHvB9RHBNhr35,https://api.spotify.com/v1/audio-analysis/23atyJacJVHvB9RHBNhr35,222640,4
157,158,僕のこと,Mrs. GREEN APPLE,221424,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4,0.439,0.708,7,-3.825,1,0.0528,0.0129,0.0,0.147,0.454,160.027,audio_features,0tnhoHUrHfcLi9hPknUFZ4,spotify:track:0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/tracks/0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/audio-analysis/0tnhoHUrHfcLi9hPknUFZ4,321307,4
158,159,君はロックを聴かない,Aimyon,221409,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM,0.524,0.687,7,-4.039,1,0.0267,0.00135,0.0,0.169,0.619,99.919,audio_features,59eluCMn0XbOWqeWQ91FTM,spotify:track:59eluCMn0XbOWqeWQ91FTM,https://api.spotify.com/v1/tracks/59eluCMn0XbOWqeWQ91FTM,https://api.spotify.com/v1/audio-analysis/59eluCMn0XbOWqeWQ91FTM,246307,4
159,160,MELODY (prod.by BREIMEN),Akihito Okano,220634,https://open.spotify.com/track/5ExfTiWAHvxG03Kq9zrjBn,0.554,0.768,11,-6.533,1,0.0614,0.0243,8.5e-05,0.0703,0.67,95.004,audio_features,5ExfTiWAHvxG03Kq9zrjBn,spotify:track:5ExfTiWAHvxG03Kq9zrjBn,https://api.spotify.com/v1/tracks/5ExfTiWAHvxG03Kq9zrjBn,https://api.spotify.com/v1/audio-analysis/5ExfTiWAHvxG03Kq9zrjBn,245974,4
160,161,Ghost,Justin Bieber,219938,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4
161,162,天体観測,BUMP OF CHICKEN,219552,https://open.spotify.com/track/3hRRYgBeunE3PTmnzATTS0,0.366,0.949,1,-3.552,1,0.11,0.381,0.0,0.0902,0.467,164.979,audio_features,3hRRYgBeunE3PTmnzATTS0,spotify:track:3hRRYgBeunE3PTmnzATTS0,https://api.spotify.com/v1/tracks/3hRRYgBeunE3PTmnzATTS0,https://api.spotify.com/v1/audio-analysis/3hRRYgBeunE3PTmnzATTS0,263600,4
162,163,永遠,Mr.Children,217685,https://open.spotify.com/track/7oCZ1O1L4TuLRnmt8Io4IU,0.373,0.53,1,-6.537,1,0.0313,0.0962,0.0,0.0824,0.29,159.693,audio_features,7oCZ1O1L4TuLRnmt8Io4IU,spotify:track:7oCZ1O1L4TuLRnmt8Io4IU,https://api.spotify.com/v1/tracks/7oCZ1O1L4TuLRnmt8Io4IU,https://api.spotify.com/v1/audio-analysis/7oCZ1O1L4TuLRnmt8Io4IU,372309,4
163,164,Bubble (feat. Uta),Eve,216857,https://open.spotify.com/track/13EtMetztrji5zrka6Uzd3,0.541,0.803,5,-4.725,1,0.033,0.0134,0.0,0.101,0.442,146.0,audio_features,13EtMetztrji5zrka6Uzd3,spotify:track:13EtMetztrji5zrka6Uzd3,https://api.spotify.com/v1/tracks/13EtMetztrji5zrka6Uzd3,https://api.spotify.com/v1/audio-analysis/13EtMetztrji5zrka6Uzd3,226874,4
164,165,キセキ,GReeeeN,216461,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts,0.641,0.618,0,-4.269,1,0.0259,0.0932,0.0,0.155,0.338,90.032,audio_features,7ztdl6cnbJgHRdMkKldkts,spotify:track:7ztdl6cnbJgHRdMkKldkts,https://api.spotify.com/v1/tracks/7ztdl6cnbJgHRdMkKldkts,https://api.spotify.com/v1/audio-analysis/7ztdl6cnbJgHRdMkKldkts,271160,4
165,166,アンコール,YOASOBI,215099,https://open.spotify.com/track/465JzFiajJO59sUrDFsxdC,0.682,0.669,2,-4.741,1,0.0275,0.283,1e-06,0.145,0.831,81.999,audio_features,465JzFiajJO59sUrDFsxdC,spotify:track:465JzFiajJO59sUrDFsxdC,https://api.spotify.com/v1/tracks/465JzFiajJO59sUrDFsxdC,https://api.spotify.com/v1/audio-analysis/465JzFiajJO59sUrDFsxdC,271440,4
166,167,愛を知るまでは,Aimyon,214939,https://open.spotify.com/track/5gh0y6ZmuppQvoPbAGkeE2,0.564,0.634,11,-4.13,1,0.0279,0.0531,3.1e-06,0.128,0.683,110.073,audio_features,5gh0y6ZmuppQvoPbAGkeE2,spotify:track:5gh0y6ZmuppQvoPbAGkeE2,https://api.spotify.com/v1/tracks/5gh0y6ZmuppQvoPbAGkeE2,https://api.spotify.com/v1/audio-analysis/5gh0y6ZmuppQvoPbAGkeE2,276253,4
167,168,センチメンタル・キス - Acoustic ver.,汐れいら,213209,https://open.spotify.com/track/534CTO8v2KnPNSMJ0jI3W3,0.696,0.327,6,-6.041,1,0.0265,0.725,0.0,0.0965,0.394,76.984,audio_features,534CTO8v2KnPNSMJ0jI3W3,spotify:track:534CTO8v2KnPNSMJ0jI3W3,https://api.spotify.com/v1/tracks/534CTO8v2KnPNSMJ0jI3W3,https://api.spotify.com/v1/audio-analysis/534CTO8v2KnPNSMJ0jI3W3,326104,4
168,169,Bam Bam (feat. Ed Sheeran),Camila Cabello,212909,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,2DB4DdfCFMw1iaR6JaR03a,spotify:track:2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/audio-analysis/2DB4DdfCFMw1iaR6JaR03a,206071,4
169,170,春泥棒,ヨルシカ,212909,https://open.spotify.com/track/1rr2DJOxV0sHXeUXCAz1yf,0.762,0.595,5,-6.777,1,0.0445,0.103,4.71e-05,0.115,0.858,125.047,audio_features,1rr2DJOxV0sHXeUXCAz1yf,spotify:track:1rr2DJOxV0sHXeUXCAz1yf,https://api.spotify.com/v1/tracks/1rr2DJOxV0sHXeUXCAz1yf,https://api.spotify.com/v1/audio-analysis/1rr2DJOxV0sHXeUXCAz1yf,290289,4
170,171,春愁,Mrs. GREEN APPLE,212869,https://open.spotify.com/track/5SHguvOUbyPTINNjCvRo8K,0.724,0.444,10,-4.903,1,0.0412,0.0121,0.0,0.123,0.739,129.962,audio_features,5SHguvOUbyPTINNjCvRo8K,spotify:track:5SHguvOUbyPTINNjCvRo8K,https://api.spotify.com/v1/tracks/5SHguvOUbyPTINNjCvRo8K,https://api.spotify.com/v1/audio-analysis/5SHguvOUbyPTINNjCvRo8K,183800,4
171,172,Shivers,Ed Sheeran,212456,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4
172,173,Nijiiro no Sensou,SEKAI NO OWARI,212431,https://open.spotify.com/track/5lkk7V7MbxxVbJ93qUO81D,0.479,0.872,11,-5.11,0,0.0538,0.000833,2.1e-06,0.0784,0.544,170.037,audio_features,5lkk7V7MbxxVbJ93qUO81D,spotify:track:5lkk7V7MbxxVbJ93qUO81D,https://api.spotify.com/v1/tracks/5lkk7V7MbxxVbJ93qUO81D,https://api.spotify.com/v1/audio-analysis/5lkk7V7MbxxVbJ93qUO81D,337133,4
173,174,あの夢をなぞって,YOASOBI,211602,https://open.spotify.com/track/5ptl2PXkiSth54HCuGO7vN,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,audio_features,5ptl2PXkiSth54HCuGO7vN,spotify:track:5ptl2PXkiSth54HCuGO7vN,https://api.spotify.com/v1/tracks/5ptl2PXkiSth54HCuGO7vN,https://api.spotify.com/v1/audio-analysis/5ptl2PXkiSth54HCuGO7vN,240747,4
174,175,ともに,WANIMA,211331,https://open.spotify.com/track/6FHgHDXiGnRfhrSok9xAz3,0.553,0.968,6,-2.57,1,0.0534,0.00257,0.0,0.28,0.862,127.077,audio_features,6FHgHDXiGnRfhrSok9xAz3,spotify:track:6FHgHDXiGnRfhrSok9xAz3,https://api.spotify.com/v1/tracks/6FHgHDXiGnRfhrSok9xAz3,https://api.spotify.com/v1/audio-analysis/6FHgHDXiGnRfhrSok9xAz3,207369,4
175,176,プロローグ,Uru,211210,https://open.spotify.com/track/4YMukCV1BsdK8V9kZoQpT6,0.436,0.69,0,-5.136,1,0.0534,0.483,0.0,0.0878,0.322,170.133,audio_features,4YMukCV1BsdK8V9kZoQpT6,spotify:track:4YMukCV1BsdK8V9kZoQpT6,https://api.spotify.com/v1/tracks/4YMukCV1BsdK8V9kZoQpT6,https://api.spotify.com/v1/audio-analysis/4YMukCV1BsdK8V9kZoQpT6,302347,4
176,177,ミラーチューン,ZUTOMAYO,210868,https://open.spotify.com/track/0R8JLNP107Hr7V7lL9oh13,0.704,0.933,0,-2.383,0,0.0863,0.357,0.0,0.353,0.895,127.965,audio_features,0R8JLNP107Hr7V7lL9oh13,spotify:track:0R8JLNP107Hr7V7lL9oh13,https://api.spotify.com/v1/tracks/0R8JLNP107Hr7V7lL9oh13,https://api.spotify.com/v1/audio-analysis/0R8JLNP107Hr7V7lL9oh13,249273,4
177,178,まちがいさがし,Masaki Suda,210477,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,0.534,0.642,2,-5.568,1,0.0372,0.523,0.0,0.39,0.443,155.921,audio_features,55Ww4Pa1iIQMhh0MLMetjo,spotify:track:55Ww4Pa1iIQMhh0MLMetjo,https://api.spotify.com/v1/tracks/55Ww4Pa1iIQMhh0MLMetjo,https://api.spotify.com/v1/audio-analysis/55Ww4Pa1iIQMhh0MLMetjo,223640,4
178,179,ただ君に晴れ,ヨルシカ,210369,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,audio_features,3wJHCry960drNlAUGrJLmz,spotify:track:3wJHCry960drNlAUGrJLmz,https://api.spotify.com/v1/tracks/3wJHCry960drNlAUGrJLmz,https://api.spotify.com/v1/audio-analysis/3wJHCry960drNlAUGrJLmz,198971,4
179,180,2002,Anne-Marie,210309,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,2BgEsaKNfHUdlh97KmvFyo,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,186987,4
180,181,Yesterday,Official HIGE DANdism,210060,https://open.spotify.com/track/1kMlcLyljkrShV0LSdSGBz,0.541,0.8,6,-3.687,1,0.0382,0.0442,0.0,0.398,0.56,129.939,audio_features,1kMlcLyljkrShV0LSdSGBz,spotify:track:1kMlcLyljkrShV0LSdSGBz,https://api.spotify.com/v1/tracks/1kMlcLyljkrShV0LSdSGBz,https://api.spotify.com/v1/audio-analysis/1kMlcLyljkrShV0LSdSGBz,299164,4
181,182,心という名の不可解,Ado,209030,https://open.spotify.com/track/5dwkmgutIFdurpXlzEyCtB,0.573,0.884,0,-3.873,1,0.113,0.05,0.0,0.289,0.595,152.0,audio_features,5dwkmgutIFdurpXlzEyCtB,spotify:track:5dwkmgutIFdurpXlzEyCtB,https://api.spotify.com/v1/tracks/5dwkmgutIFdurpXlzEyCtB,https://api.spotify.com/v1/audio-analysis/5dwkmgutIFdurpXlzEyCtB,269893,4
182,183,猫 〜THE FIRST TAKE ver.〜,DISH//,208940,https://open.spotify.com/track/25BJRpLBe3i6d8okphoRAm,0.635,0.578,8,-6.749,1,0.132,0.539,0.0,0.115,0.584,77.065,audio_features,25BJRpLBe3i6d8okphoRAm,spotify:track:25BJRpLBe3i6d8okphoRAm,https://api.spotify.com/v1/tracks/25BJRpLBe3i6d8okphoRAm,https://api.spotify.com/v1/audio-analysis/25BJRpLBe3i6d8okphoRAm,273893,4
183,184,君の為のキミノウタ,Takaya Kawasaki,208144,https://open.spotify.com/track/56Cdqx7BdhEsUUMctdORvU,0.602,0.3,9,-6.686,1,0.0295,0.81,0.0,0.107,0.432,133.825,audio_features,56Cdqx7BdhEsUUMctdORvU,spotify:track:56Cdqx7BdhEsUUMctdORvU,https://api.spotify.com/v1/tracks/56Cdqx7BdhEsUUMctdORvU,https://api.spotify.com/v1/audio-analysis/56Cdqx7BdhEsUUMctdORvU,313877,4
184,185,さよならエレジー,Masaki Suda,206321,https://open.spotify.com/track/3oYD2O31b05fILFpv0AXRI,0.466,0.934,1,-2.736,1,0.0539,0.00331,0.0,0.277,0.615,154.961,audio_features,3oYD2O31b05fILFpv0AXRI,spotify:track:3oYD2O31b05fILFpv0AXRI,https://api.spotify.com/v1/tracks/3oYD2O31b05fILFpv0AXRI,https://api.spotify.com/v1/audio-analysis/3oYD2O31b05fILFpv0AXRI,257067,4
185,186,ヤングアダルト,Macaroni Empitsu,205449,https://open.spotify.com/track/3IanNVIcOMlKFr329uhNcA,0.744,0.831,3,-4.8,1,0.0355,0.334,2.71e-06,0.0879,0.834,131.053,audio_features,3IanNVIcOMlKFr329uhNcA,spotify:track:3IanNVIcOMlKFr329uhNcA,https://api.spotify.com/v1/tracks/3IanNVIcOMlKFr329uhNcA,https://api.spotify.com/v1/audio-analysis/3IanNVIcOMlKFr329uhNcA,258159,4
186,187,Wherever you are,ONE OK ROCK,204963,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,audio_features,7a7EIFzJLd7lcDRgThMQgm,spotify:track:7a7EIFzJLd7lcDRgThMQgm,https://api.spotify.com/v1/tracks/7a7EIFzJLd7lcDRgThMQgm,https://api.spotify.com/v1/audio-analysis/7a7EIFzJLd7lcDRgThMQgm,295600,4
187,188,Chopstick,NiziU,204756,https://open.spotify.com/track/6Yv0xoR37tcxzvey8ybW5l,0.817,0.82,0,-2.954,1,0.0601,0.143,0.0,0.35,0.733,141.002,audio_features,6Yv0xoR37tcxzvey8ybW5l,spotify:track:6Yv0xoR37tcxzvey8ybW5l,https://api.spotify.com/v1/tracks/6Yv0xoR37tcxzvey8ybW5l,https://api.spotify.com/v1/audio-analysis/6Yv0xoR37tcxzvey8ybW5l,177973,4
188,189,Tie Me Down (with Elley Duhé),Gryffin,204659,https://open.spotify.com/track/2zh01m4PiHaZz4BAm0NRxs,0.608,0.845,6,-2.292,1,0.0597,0.136,0.0,0.111,0.322,98.976,audio_features,2zh01m4PiHaZz4BAm0NRxs,spotify:track:2zh01m4PiHaZz4BAm0NRxs,https://api.spotify.com/v1/tracks/2zh01m4PiHaZz4BAm0NRxs,https://api.spotify.com/v1/audio-analysis/2zh01m4PiHaZz4BAm0NRxs,218240,4
189,190,ハルノヒ,Aimyon,204606,https://open.spotify.com/track/1oNeSCt0CMekCyyLo06kFs,0.592,0.672,9,-2.447,1,0.0294,0.261,0.0,0.109,0.523,106.948,audio_features,1oNeSCt0CMekCyyLo06kFs,spotify:track:1oNeSCt0CMekCyyLo06kFs,https://api.spotify.com/v1/tracks/1oNeSCt0CMekCyyLo06kFs,https://api.spotify.com/v1/audio-analysis/1oNeSCt0CMekCyyLo06kFs,326867,4
190,191,ラブレター,YOASOBI,204389,https://open.spotify.com/track/0UcjHexmVrLkUOflxPefNe,0.658,0.872,7,-3.009,1,0.0303,0.42,0.0,0.324,0.664,100.009,audio_features,0UcjHexmVrLkUOflxPefNe,spotify:track:0UcjHexmVrLkUOflxPefNe,https://api.spotify.com/v1/tracks/0UcjHexmVrLkUOflxPefNe,https://api.spotify.com/v1/audio-analysis/0UcjHexmVrLkUOflxPefNe,210507,4
191,192,melt bitter,satomoka,204200,https://open.spotify.com/track/6uSe3ACORUIVrAyiP84RZi,0.692,0.58,6,-4.539,1,0.036,0.0467,6.03e-05,0.326,0.626,96.067,audio_features,6uSe3ACORUIVrAyiP84RZi,spotify:track:6uSe3ACORUIVrAyiP84RZi,https://api.spotify.com/v1/tracks/6uSe3ACORUIVrAyiP84RZi,https://api.spotify.com/v1/audio-analysis/6uSe3ACORUIVrAyiP84RZi,309840,4
192,193,Simple,sumika,202701,https://open.spotify.com/track/2VUQEplQ848X6lFLzBxQT8,0.685,0.845,5,-6.188,1,0.0866,0.0195,0.0,0.0933,0.433,130.029,audio_features,2VUQEplQ848X6lFLzBxQT8,spotify:track:2VUQEplQ848X6lFLzBxQT8,https://api.spotify.com/v1/tracks/2VUQEplQ848X6lFLzBxQT8,https://api.spotify.com/v1/audio-analysis/2VUQEplQ848X6lFLzBxQT8,285832,4
193,194,Savage,aespa,202690,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,audio_features,3dbLT62Cvs46Ju7a8gpr36,spotify:track:3dbLT62Cvs46Ju7a8gpr36,https://api.spotify.com/v1/tracks/3dbLT62Cvs46Ju7a8gpr36,https://api.spotify.com/v1/audio-analysis/3dbLT62Cvs46Ju7a8gpr36,238144,4
194,195,韻波句徒,CHEHON,202632,https://open.spotify.com/track/22x5EpcJkfE3SHBONJG6FS,0.806,0.863,10,-2.679,0,0.0518,0.408,0.0,0.0755,0.928,122.03,audio_features,22x5EpcJkfE3SHBONJG6FS,spotify:track:22x5EpcJkfE3SHBONJG6FS,https://api.spotify.com/v1/tracks/22x5EpcJkfE3SHBONJG6FS,https://api.spotify.com/v1/audio-analysis/22x5EpcJkfE3SHBONJG6FS,291440,4
195,196,ハルジオン,YOASOBI,202560,https://open.spotify.com/track/08YwAPnX8sygJUXG9rvhDv,0.687,0.873,8,-3.852,1,0.0335,0.0545,0.0,0.318,0.884,130.024,audio_features,08YwAPnX8sygJUXG9rvhDv,spotify:track:08YwAPnX8sygJUXG9rvhDv,https://api.spotify.com/v1/tracks/08YwAPnX8sygJUXG9rvhDv,https://api.spotify.com/v1/audio-analysis/08YwAPnX8sygJUXG9rvhDv,198600,4
196,197,MIRROR MIRROR,HIRAIDAI,202246,https://open.spotify.com/track/3nFxkwyRpr4xYBR9Z0ywjo,0.595,0.642,11,-4.895,1,0.0544,0.178,0.0,0.091,0.562,157.674,audio_features,3nFxkwyRpr4xYBR9Z0ywjo,spotify:track:3nFxkwyRpr4xYBR9Z0ywjo,https://api.spotify.com/v1/tracks/3nFxkwyRpr4xYBR9Z0ywjo,https://api.spotify.com/v1/audio-analysis/3nFxkwyRpr4xYBR9Z0ywjo,186650,4
197,198,ホワイトキス,鈴木鈴木,201644,https://open.spotify.com/track/7sRYDTjWTX00fd9BCOflLo,0.704,0.797,1,-4.7,1,0.0505,0.133,0.0,0.284,0.619,110.003,audio_features,7sRYDTjWTX00fd9BCOflLo,spotify:track:7sRYDTjWTX00fd9BCOflLo,https://api.spotify.com/v1/tracks/7sRYDTjWTX00fd9BCOflLo,https://api.spotify.com/v1/audio-analysis/7sRYDTjWTX00fd9BCOflLo,274860,4
198,199,うっせぇわ,Ado,201535,https://open.spotify.com/track/5QS01sq07pThdktoNUxXRZ,0.526,0.976,11,-1.084,0,0.0799,0.00459,0.0,0.102,0.554,178.129,audio_features,5QS01sq07pThdktoNUxXRZ,spotify:track:5QS01sq07pThdktoNUxXRZ,https://api.spotify.com/v1/tracks/5QS01sq07pThdktoNUxXRZ,https://api.spotify.com/v1/audio-analysis/5QS01sq07pThdktoNUxXRZ,206893,4
199,200,Euphoria,BTS,201377,https://open.spotify.com/track/5YMXGBD6vcYP7IolemyLtK,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,audio_features,5YMXGBD6vcYP7IolemyLtK,spotify:track:5YMXGBD6vcYP7IolemyLtK,https://api.spotify.com/v1/tracks/5YMXGBD6vcYP7IolemyLtK,https://api.spotify.com/v1/audio-analysis/5YMXGBD6vcYP7IolemyLtK,228615,4
